,0,1,2,3,4,5
476,0.859,0.486,0.066,-0.914,1.207,-0.914
477,1.133,-1.385,-0.365,-1.293,1.156,-1.293
478,0.579,1.909,0.283,-0.629,1.137,-0.629
479,0.108,-1.02,-0.154,-0.517,0.595,-0.517
480,1.282,-1.426,-0.431,-1.402,1.198,-1.402
481,0.541,1.534,0.098,-0.704,1.03,-0.704
482,-0.729,0.409,2.712,2.41,-1.678,2.41
483,-0.617,1.435,0.2,0.731,-0.354,0.731
484,1.911,0.922,-0.26,-1.585,1.545,-1.585
485,-0.481,-0.113,0.223,0.409,0.022,0.409
486,-0.45,-0.22,0.294,0.39,0.114,0.39
487,0.445,0.368,-0.357,-0.886,0.762,-0.886
488,-0.713,1.113,-0.007,1.121,-1.096,1.121
489,0.227,-0.883,-0.236,-0.66,0.656,-0.66
490,-0.336,0.222,-0.056,0.019,0.147,0.019
491,2.231,0.809,-0.03,-1.584,1.768,-1.584
492,-0.608,0.802,-0.257,0.452,-0.523,0.452
493,1.041,-1.033,-0.286,-1.203,1.145,-1.203
494,-0.131,0.781,-0.147,-0.285,0.366,-0.285
495,-0.536,0.672,0.076,0.445,-0.167,0.445
496,0.909,-0.39,-0.26,-1.118,1.087,-1.118
497,-0.639,0.07,-0.188,0.594,-0.611,0.594
498,-0.726,-1.262,-0.029,1.334,-1.603,1.334
499,0.192,-0.625,0.002,-0.503,0.735,-0.503
